,rank,num_workers,size,collective,devices_per_node,max_devices_per_node,profiling_precision
531,0,8,14254080,all_reduce,8,8,BF16
532,0,8,14286848,all_reduce,8,8,BF16
533,0,8,14319616,all_reduce,8,8,BF16
534,0,8,14352384,all_reduce,8,8,BF16
535,0,8,14385152,all_reduce,8,8,BF16
536,0,8,14417920,all_reduce,8,8,BF16
537,0,8,14450688,all_reduce,8,8,BF16
538,0,8,14483456,all_reduce,8,8,BF16
539,0,8,14516224,all_reduce,8,8,BF16
540,0,8,14548992,all_reduce,8,8,BF16
541,0,8,14581760,all_reduce,8,8,BF16
542,0,8,14614528,all_reduce,8,8,BF16
543,0,8,14647296,all_reduce,8,8,BF16
544,0,8,14680064,all_reduce,8,8,BF16
545,0,8,14712832,all_reduce,8,8,BF16
546,0,8,14745600,all_reduce,8,8,BF16
547,0,8,14778368,all_reduce,8,8,BF16
548,0,8,14811136,all_reduce,8,8,BF16
549,0,8,14843904,all_reduce,8,8,BF16
550,0,8,14876672,all_reduce,8,8,BF16
551,0,8,14909440,all_reduce,8,8,BF16
552,0,8,14942208,all_reduce,8,8,BF16
553,0,8,14974976,all_reduce,8,8,BF16
554,0,8,15007744,all_reduce,8,8,BF16
555,0,8,15040512,all_reduce,8,8,BF16
556,0,8,15073280,all_reduce,8,8,BF16
557,0,8,15106048,all_reduce,8,8,BF16
558,0,8,15138816,all_reduce,8,8,BF16
559,0,8,15171584,all_reduce,8,8,BF16
560,0,8,15204352,all_reduce,8,8,BF16
561,0,8,15237120,all_reduce,8,8,BF16
562,0,8,15269888,all_reduce,8,8,BF16
563,0,8,15302656,all_reduce,8,8,BF16
564,0,8,15335424,all_reduce,8,8,BF16
565,0,8,15368192,all_reduce,8,8,BF16
566,0,8,15400960,all_reduce,8,8,BF16
567,0,8,15433728,all_reduce,8,8,BF16
568,0,8,15466496,all_reduce,8,8,BF16
569,0,8,15499264,all_reduce,8,8,BF16
570,0,8,15532032,all_reduce,8,8,BF16
571,0,8,15564800,all_reduce,8,8,BF16
572,0,8,15597568,all_reduce,8,8,BF16
573,0,8,15630336,all_reduce,8,8,BF16
574,0,8,15663104,all_reduce,8,8,BF16
575,0,8,15695872,all_reduce,8,8,BF16
576,0,8,15728640,all_reduce,8,8,BF16
577,0,8,15761408,all_reduce,8,8,BF16
578,0,8,15794176,all_reduce,8,8,BF16
